client_id,score
9126,1.266237948940525e-06
5274,1.3855241305020377e-06
17167,2.173872279029543e-06
379,2.7121426680549157e-06
7313,2.856837314503557e-06
3758,2.957442569050317e-06
8452,3.039984340300597e-06
2269,3.1269981491769293e-06
15363,3.1293828075507443e-06
10514,3.7165795173487182e-06
8585,4.163780749512246e-06
1608,4.194971624701326e-06
4172,4.244285519071171e-06
13944,4.644724960103644e-06
6363,4.6469603001980695e-06
5312,4.788539511029835e-06
9981,5.259839110671744e-06
4705,5.646538565085439e-06
2424,5.698099234713065e-06
15436,5.978296769825504e-06
19177,6.00394440374542e-06
2470,6.156181076353242e-06
6419,6.24610374921173e-06
8303,6.320921932021133e-06
18739,6.454892400731759e-06
9962,6.765109566057557e-06
18462,6.865127325371082e-06
15627,6.9715502627397965e-06
10534,6.975751285791245e-06
9941,6.998710697721385e-06
8736,7.062980623231961e-06
12009,7.26395291532671e-06
8509,7.417036621542343e-06
17780,7.418483868478389e-06
18706,7.489684080583092e-06
14685,7.796352623996618e-06
9679,7.841190703860418e-06
7953,7.995107573166692e-06
2783,8.078845692756587e-06
5226,8.444848205014012e-06
2855,8.498020811637174e-06
5028,8.532952297901779e-06
7994,8.593665674245556e-06
17415,8.621342817154392e-06
16777,8.76781492643964e-06
12105,8.779860143169606e-06
4136,8.91840477896056e-06
7185,8.938995768701792e-06
347,9.129725023686145e-06
19205,9.131784175169037e-06
13965,9.232147853292566e-06
13221,9.263669041556708e-06
2730,9.325238661165612e-06
12396,9.365889815149856e-06
18041,9.435201581249531e-06
19863,9.533215513585058e-06
19998,9.663494460080787e-06
13899,9.73135958795946e-06
5405,9.810694198948393e-06
3689,9.8908408661156e-06
12124,1.000304273372778e-05
2881,1.0057575069341829e-05
11697,1.0279801810543973e-05
5793,1.0432278384180175e-05
0,1.052022419120977e-05
3164,1.0773775158828109e-05
8497,1.0808928171076307e-05
3710,1.0882486716069112e-05
16604,1.0898883158636932e-05
12665,1.1134469923765918e-05
11965,1.1488684864931325e-05
1867,1.1504413226087192e-05
13731,1.1643662537840418e-05
19268,1.1649220935211676e-05
12655,1.1653190515411808e-05
13796,1.1701183573708569e-05
6601,1.1729654031088164e-05
797,1.1816373797267846e-05
4727,1.1825193232563849e-05
13008,1.1852915477214175e-05
5652,1.1928546495324371e-05
15897,1.194817588437855e-05
18312,1.2023197800363487e-05
14863,1.2112122977793529e-05
8958,1.2115254682377186e-05
5968,1.2168143110708825e-05
6611,1.2303821991428192e-05
7891,1.2567913772682288e-05
7146,1.2704578746103534e-05
14292,1.2864899926281072e-05
7767,1.2885839734887113e-05
17795,1.2944989822801397e-05
2534,1.3126776326014224e-05
6421,1.3379831092785592e-05
2039,1.3409743710500735e-05
5802,1.3415568401776982e-05
14004,1.3777821309182924e-05
8999,1.3801597518816876e-05
8095,1.3810664801041507e-05
4387,1.3883805218888565e-05
5552,1.3973422533544636e-05
11033,1.4112880327627086e-05
12048,1.464675503187222e-05
1763,1.4712850574163312e-05
16657,1.4713116026900205e-05
10454,1.4868299861169277e-05
3600,1.4972812340232513e-05
2386,1.5062101059746454e-05
9448,1.516496033637941e-05
13337,1.5200052048370236e-05
13228,1.5299226954603802e-05
4981,1.532650194019291e-05
14535,1.533255932884008e-05
12617,1.536076847779907e-05
11891,1.5400974883316602e-05
17604,1.5436894651268683e-05
12089,1.5437551505592325e-05
5614,1.548934011664593e-05
14655,1.564975464321958e-05
4557,1.578826601793272e-05
2798,1.5971882090137092e-05
16897,1.599973305853115e-05
2383,1.600920018024463e-05
8521,1.608947565177838e-05
18749,1.6167804463046958e-05
13622,1.6272785191568177e-05
7843,1.62774836777535e-05
15486,1.635750979249342e-05
17649,1.641478549758171e-05
7745,1.642807625469406e-05
7511,1.6535914179143613e-05
6857,1.660416021286869e-05
16077,1.6754418505238157e-05
15882,1.6771460464213616e-05
7701,1.681062123153342e-05
18968,1.6937340850378657e-05
9611,1.6951768535703126e-05
5897,1.7074038458782694e-05
6386,1.7079492285139238e-05
2149,1.7093298880263157e-05
5124,1.72210783039535e-05
15930,1.7454262129093106e-05
2170,1.7502423500640385e-05
14140,1.7523675579007272e-05
370,1.755773716805263e-05
1874,1.7612773874876677e-05
916,1.7719925509832304e-05
14152,1.8009263449926903e-05
17905,1.806958611106652e-05
19084,1.810600238832932e-05
6576,1.8124402211510315e-05
10791,1.8171791531401488e-05
12062,1.8223862054925427e-05
1740,1.8354524073470416e-05
4527,1.8402992470434907e-05
2522,1.8434814210244992e-05
17823,1.860837946219312e-05
4833,1.8666386081417525e-05
15672,1.876956237557875e-05
3623,1.8953542392660275e-05
4187,1.9010637345651152e-05
14959,1.903531459656049e-05
17484,1.916217172231576e-05
12526,1.9216081995706933e-05
9968,1.9246781560202084e-05
19342,1.928591747039395e-05
3138,1.92950482305787e-05
10719,1.945300146378602e-05
4917,1.9501511559668376e-05
9529,1.9513950101650902e-05
13714,1.964982955285533e-05
3670,1.974044369195377e-05
15319,1.9901870628161556e-05
19899,1.9921880201085908e-05
10808,1.9949835864097448e-05
2715,2.00355709946916e-05
13564,2.01111740578467e-05
14749,2.0179631517254392e-05
14513,2.0185499854608697e-05
7202,2.023356426512932e-05
10749,2.0243732538310426e-05
4598,2.02786960414743e-05
12694,2.028249282755445e-05
6351,2.0355567298027623e-05
14911,2.056285302799768e-05
17151,2.0571895037826047e-05
3371,2.076476661886237e-05
16097,2.0810076122085288e-05
16615,2.0827368833031407e-05
14358,2.093522157137545e-05
18757,2.096091232172516e-05
4503,2.0980490444978804e-05
8990,2.104857496427034e-05
2249,2.112780739981864e-05
3306,2.1153134713735723e-05
12993,2.121492708135866e-05
12621,2.1275080173711893e-05
9360,2.1290142726751537e-05
17622,2.1297281093786796e-05
14335,2.130413118071288e-05
11086,2.1581237162140003e-05
8351,2.1606748773244383e-05
13173,2.165589069188809e-05
7990,2.171495350645816e-05
12289,2.1722349893587644e-05
5873,2.174903370753958e-05
2320,2.175645970681324e-05
16905,2.1844709340704047e-05
