client_id,score
4683,9.09276609885394e-08
4069,1.0857695921048261e-07
12803,1.2185635275772604e-07
6640,2.0993447392434405e-07
10168,3.101746900670454e-07
15842,4.757901841864937e-07
8253,5.231023015666486e-07
12018,5.498401661424757e-07
19238,5.811466626474778e-07
15518,6.080107146682738e-07
16322,6.390463831979578e-07
17611,6.448088913927386e-07
9683,6.494040886758174e-07
3728,6.570981061470312e-07
10453,6.847704345727235e-07
12412,8.196722315117773e-07
10728,8.808342943528334e-07
16380,9.69125965768895e-07
6180,9.78613144718665e-07
1028,9.792181300194752e-07
10928,1.0691769147124847e-06
15524,1.0769459893878857e-06
1780,1.1171711623356445e-06
5719,1.1269193142784205e-06
7272,1.1401116927351144e-06
19482,1.1666546618757124e-06
14338,1.1696622293220984e-06
12558,1.237289937272911e-06
18899,1.240070788894422e-06
16558,1.2583869613485845e-06
12990,1.2641692681200532e-06
9617,1.2687683069479851e-06
7170,1.3287755320438158e-06
14841,1.366696755786451e-06
176,1.4231664273981257e-06
18715,1.4323534788789164e-06
11758,1.4603870888730995e-06
8476,1.515492215904098e-06
8412,1.5209583437556988e-06
4607,1.5695093520434293e-06
15103,1.6136790583672262e-06
18855,1.6167449317414911e-06
17615,1.6377499025857084e-06
17339,1.6930789484274626e-06
402,1.7103426624626904e-06
14350,1.7668969601782676e-06
11957,1.7823058688984277e-06
1329,1.8019021026022928e-06
18609,1.804678029274702e-06
807,1.8689175649230395e-06
14209,1.8759264979198776e-06
9659,1.951023330360937e-06
13173,1.95217245335811e-06
14949,1.9743920153390203e-06
170,2.011557974290557e-06
10679,2.014512838461054e-06
4863,2.0236576773043587e-06
10047,2.061967089577399e-06
15955,2.1315800415090083e-06
11837,2.1872797641655777e-06
17121,2.2047812107114017e-06
5139,2.2710951623173555e-06
19029,2.2961507213578117e-06
13232,2.3004196752765714e-06
19911,2.3042401686955728e-06
4897,2.3194510733812523e-06
12815,2.516469086322921e-06
2870,2.5242144400268414e-06
17370,2.533910663814036e-06
4261,2.549616977557066e-06
19967,2.580645779178822e-06
9639,2.6361902333052464e-06
15668,2.6423736228558414e-06
131,2.656137688385424e-06
8654,2.7606910474327258e-06
1594,2.8059665881995485e-06
18980,2.817493673982881e-06
16172,2.872621369988817e-06
13434,2.9810074507789176e-06
7855,3.005072935193745e-06
7677,3.033369929540409e-06
9864,3.05755634056026e-06
16012,3.075033659641634e-06
17603,3.1206946879739303e-06
855,3.132666147741233e-06
8533,3.1338156541735543e-06
11691,3.1383628075194893e-06
1145,3.193111305507263e-06
17879,3.204601944274046e-06
8758,3.232304975738585e-06
12596,3.235785362819216e-06
3246,3.239286039101767e-06
2946,3.2439251020051243e-06
7509,3.2771347247326527e-06
14995,3.310918457773362e-06
7192,3.315865353479187e-06
8834,3.3461085949325258e-06
14239,3.3557259815163843e-06
15869,3.355774823767725e-06
10099,3.3593594648872406e-06
8638,3.3646436528906826e-06
9742,3.3720830984733383e-06
627,3.377595575729857e-06
9751,3.3783423091755526e-06
11708,3.3931221584067557e-06
14768,3.410633442652955e-06
16353,3.4146632132498387e-06
2488,3.4388696434398755e-06
6354,3.453918978696165e-06
8789,3.456170184330693e-06
6217,3.475512617664921e-06
5151,3.4834200209597084e-06
8858,3.5051382750506942e-06
7453,3.561837878198944e-06
17395,3.702629778222152e-06
11549,3.718185376391332e-06
158,3.72557944338784e-06
8244,3.7276093865110455e-06
12205,3.78358737220752e-06
6633,3.827897178926175e-06
16454,3.871818142146491e-06
13106,3.895432292315465e-06
2005,3.906070369644015e-06
18803,3.933652685021971e-06
9682,3.944667485976217e-06
6186,3.9456450879233385e-06
9590,3.972073596255751e-06
17032,3.9733173963834905e-06
18324,3.982142039551994e-06
10932,3.98423731287122e-06
2745,4.012807288696331e-06
7088,4.019553364882596e-06
17899,4.088515134954778e-06
4109,4.091219569707928e-06
3570,4.126490202610579e-06
5347,4.128230111240753e-06
7854,4.189006397961543e-06
3763,4.241998020578114e-06
801,4.28810360518396e-06
16961,4.290511365648031e-06
1231,4.291699512874105e-06
13172,4.29459438536787e-06
7517,4.295712625724354e-06
11971,4.298781107717163e-06
11009,4.316875157805841e-06
2645,4.322872022141572e-06
18153,4.336869690593696e-06
6888,4.368389782372328e-06
12147,4.389999877799e-06
57,4.406261119739183e-06
1452,4.42231419355675e-06
4792,4.428649211442501e-06
3233,4.442116149021506e-06
5487,4.445166505090895e-06
3281,4.4975999939344885e-06
3411,4.532230235809091e-06
14677,4.556668207487045e-06
19813,4.577842521371684e-06
18428,4.578732171826048e-06
17246,4.591047034627907e-06
820,4.605277298361775e-06
6150,4.648312281348807e-06
5276,4.6517028190247935e-06
11989,4.6585138457632e-06
8336,4.685162711719516e-06
11737,4.694351701438228e-06
15313,4.713095802114603e-06
19528,4.721947338021197e-06
11668,4.7293643306241455e-06
14521,4.729845724433455e-06
6321,4.749816825921896e-06
1991,4.834591119286703e-06
3188,4.869834106721152e-06
15035,4.872114197297964e-06
11689,4.972428873393359e-06
12382,5.001513048067528e-06
7678,5.051692017499175e-06
16614,5.061236989257227e-06
10978,5.108105327083941e-06
9536,5.186710316516696e-06
17805,5.220586693243852e-06
5273,5.220901703263132e-06
6160,5.235387329322456e-06
18266,5.245650599417744e-06
6972,5.296752014193881e-06
18985,5.298692297492769e-06
9677,5.365640220943601e-06
5982,5.498635078503785e-06
17070,5.560225392879766e-06
12124,5.585568995116397e-06
13452,5.593085918063747e-06
2056,5.597928310556449e-06
1267,5.609632549972668e-06
4625,5.657002518801593e-06
16015,5.688347902312928e-06
8552,5.692809999642531e-06
9893,5.711545550911446e-06
1030,5.716874149242268e-06
3044,5.746628700587944e-06
8530,5.793370246781488e-06
5142,5.7939489481167896e-06
14508,5.799580450066003e-06
1697,5.814174062630799e-06
14715,5.822365755091863e-06
746,5.8553204263864646e-06
16159,5.868371704053615e-06
14576,5.87838833953857e-06
14812,5.886815307073533e-06
8744,5.894595868906438e-06
15133,5.896699720644599e-06
7704,5.905162253461212e-06
313,5.940713615746565e-06
2515,5.954885179884116e-06
16358,5.9687509240101e-06
19526,5.973487285653322e-06
19490,6.035194156066386e-06
9169,6.041481351296844e-06
14003,6.053137872340027e-06
13007,6.056904996584185e-06
9979,6.078911932971328e-06
10157,6.082212982668585e-06
2431,6.111322050033337e-06
13818,6.123124729007452e-06
10356,6.138501013070848e-06
2373,6.13977907833183e-06
18576,6.16503335309944e-06
6370,6.215950825144856e-06
9448,6.236396031899919e-06
11393,6.307551313070817e-06
17219,6.321741350028016e-06
5875,6.3221303547827234e-06
15219,6.404234334077424e-06
16220,6.406224661538548e-06
18817,6.413017645062527e-06
3440,6.424220633257968e-06
5744,6.4243908124942784e-06
267,6.426390415381386e-06
155,6.4593306717623645e-06
17868,6.552324644698832e-06
5622,6.580096643956539e-06
18537,6.594734147232342e-06
18037,6.600610911702407e-06
15001,6.629362701900798e-06
15397,6.6855188472264094e-06
15435,6.686695794738815e-06
3015,6.690772232589091e-06
11148,6.736524506412415e-06
6544,6.769129707447838e-06
814,6.891114685162711e-06
2043,6.931456916457379e-06
13558,6.994907432330612e-06
9800,7.070546254687539e-06
12518,7.076583492508138e-06
10910,7.094525426761389e-06
19595,7.10553810608968e-06
5413,7.118106067978029e-06
14288,7.137019704206634e-06
2478,7.149713891601354e-06
8397,7.152620301389474e-06
6400,7.216771407639169e-06
10447,7.253631440431369e-06
8434,7.256257010537923e-06
6083,7.263379251094775e-06
9921,7.280499011550271e-06
5658,7.303327255643234e-06
19759,7.320625936711481e-06
13361,7.331171706953656e-06
15829,7.333631459189761e-06
3729,7.336382946157841e-06
11993,7.365319160842081e-06
16613,7.392080899833545e-06
19982,7.4492711702555645e-06
7908,7.501231904140371e-06
5907,7.52338801634146e-06
6680,7.60770697587792e-06
11523,7.6140715189293695e-06
4113,7.642323201555143e-06
15369,7.647660341102396e-06
15513,7.66483950013672e-06
5554,7.694062448601003e-06
13060,7.71878485129233e-06
14583,7.72243833017672e-06
18632,7.723627623591387e-06
9035,7.743277961272338e-06
10467,7.780613343760722e-06
18133,7.787363655437687e-06
1983,7.799456906186123e-06
17230,7.827214818733289e-06
10589,7.838915860487283e-06
11369,7.962628417021935e-06
11985,7.981843514986336e-06
2931,8.005342310322844e-06
2865,8.016744872754796e-06
10530,8.021984539851396e-06
12073,8.042957942221917e-06
8615,8.059898319460192e-06
14990,8.075921256137289e-06
7227,8.086979926773457e-06
3029,8.114277764336712e-06
16780,8.11574149178476e-06
3172,8.127248508681524e-06
7564,8.163723196778951e-06
11894,8.218834843968998e-06
13411,8.222127455214262e-06
80,8.227830115878695e-06
3132,8.227874684236649e-06
17577,8.242702926046202e-06
15993,8.24630063369116e-06
5494,8.252401402705818e-06
6663,8.273398899714379e-06
5986,8.321400781063319e-06
3232,8.340875078211929e-06
6899,8.373247216990095e-06
15005,8.37691217423047e-06
15630,8.383547788680623e-06
19964,8.39289196427383e-06
5692,8.406583929515691e-06
15658,8.425034566668089e-06
17924,8.473317017400105e-06
13495,8.643526740410177e-06
