client_id,score
8181,1.5962990074907755e-06
8277,1.6297079461828118e-06
865,2.401781285350941e-06
10412,2.469501378570404e-06
16295,2.509836402579457e-06
14163,2.6256571767089943e-06
19458,2.7126544039748407e-06
13997,2.777393753376767e-06
16996,2.9155678368892837e-06
15571,2.9998943953467075e-06
16012,3.04597808519484e-06
5016,3.1310510315174112e-06
19919,3.160665034354498e-06
17185,3.174104437272046e-06
2385,3.305635281867768e-06
17651,3.460194355977218e-06
17483,3.5360940873646275e-06
4665,3.772620612815804e-06
17578,3.832852010599459e-06
16591,3.865775749867892e-06
12875,4.106759316272646e-06
9796,4.2283323784936205e-06
9349,4.328321014112068e-06
16647,4.391150255704984e-06
11039,4.531244511750703e-06
19902,4.666451189755767e-06
19295,4.671324829801954e-06
11594,4.689417598014642e-06
18209,4.775128230612761e-06
11413,4.967289125322707e-06
6,4.9759182821983405e-06
10591,4.996142400563842e-06
5058,5.0623931091599015e-06
11759,5.184167809656539e-06
8647,5.207410782597804e-06
1053,5.2830184867040525e-06
2376,5.4445618804929335e-06
14923,5.473042751532069e-06
12635,5.497709810885157e-06
1099,5.529835233247511e-06
8599,5.616946873496119e-06
287,5.856095559704506e-06
7009,5.874858302281988e-06
18953,5.952869599564523e-06
13014,6.009713459565431e-06
16864,6.300707517102548e-06
1888,6.5071663814450735e-06
17716,6.512252382095277e-06
2898,6.549927490399247e-06
15840,6.62702220246989e-06
18682,6.695742021780743e-06
5631,6.718620835576864e-06
18336,6.86981627187202e-06
16869,6.991472559623004e-06
8555,7.102028775256613e-06
16046,7.109475310832448e-06
21,7.138693805146447e-06
18719,7.329388236827151e-06
9260,7.382736882599646e-06
14694,7.393836625481958e-06
1075,7.404627554672321e-06
19159,7.42332078623951e-06
18057,7.551795028761697e-06
6073,7.5741371173120434e-06
2319,7.599954518167218e-06
3060,7.607301214525007e-06
16186,7.777966532933655e-06
11025,7.805006754069464e-06
19268,7.881004351332684e-06
2409,7.97504427715256e-06
733,8.026783123793754e-06
8805,8.079794135068945e-06
19468,8.095458036394572e-06
17243,8.251047063945024e-06
18319,8.408920863732893e-06
11310,8.624618618959116e-06
4094,8.692687801072565e-06
9960,8.886392532498374e-06
126,8.925759217298632e-06
13068,8.930206405583776e-06
17286,8.948735532530575e-06
7114,9.041458635765744e-06
15657,9.098526346882529e-06
15385,9.133823679532433e-06
12249,9.219041386253924e-06
7619,9.30415989902021e-06
6303,9.327770072001563e-06
5355,9.3565482172806e-06
9863,9.369571383871388e-06
11884,9.380438725999754e-06
